Indicator1,Indicator2,Absolute_Correlation,Indicator1_Code,Indicator2_Code,Is_Highly_Correlated
"Depositors with commercial banks (per 1,000 adults)",Domestic credit to private sector by banks (% of GDP),0.47436945777394385,FB.CBK.DPTR.P3,FD.AST.PRVT.GD.ZS,False
"Claims on central government, etc. (% GDP)",Claims on other sectors of the domestic economy (% of GDP),0.4724486489885165,FS.AST.CGOV.GD.ZS,FS.AST.DOMO.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)","Commercial bank branches (per 100,000 adults)",0.46964628603303127,FX.OWN.TOTL.YG.ZS,FB.CBK.BRCH.P5,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.46893990286974324,FX.OWN.TOTL.FE.ZS,SG.DMK.ALLD.FN.ZS,False
Claims on other sectors of the domestic economy (% of GDP),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.46881325878447266,FS.AST.DOMO.GD.ZS,SG.DMK.ALLD.FN.ZS,False
Claims on other sectors of the domestic economy (% of GDP),Women who were first married by age 18 (% of women ages 20-24),0.4678723916506255,FS.AST.DOMO.GD.ZS,SP.M18.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.4652457384083901,FX.OWN.TOTL.60.ZS,SG.DMK.ALLD.FN.ZS,False
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",Women who were first married by age 15 (% of women ages 20-24),0.4648696522449392,SG.TIM.UWRK.FE,SP.M15.2024.FE.ZS,False
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",Women who were first married by age 15 (% of women ages 20-24),0.4636398430250017,SG.TIM.UWRK.MA,SP.M15.2024.FE.ZS,False
"Depositors with commercial banks (per 1,000 adults)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.4634857076394595,FB.CBK.DPTR.P3,SG.DMK.ALLD.FN.ZS,False
"Interest rate spread (lending rate minus deposit rate, %)",Real interest rate (%),0.4542123362973079,FR.INR.LNDP,FR.INR.RINR,False
Bank nonperforming loans to total gross loans (%),Wholesale price index (2010 = 100),0.44769884322141434,FB.AST.NPER.ZS,FP.WPI.TOTL,False
Domestic credit to private sector (% of GDP),Women who were first married by age 18 (% of women ages 20-24),0.44503080343797913,FS.AST.PRVT.GD.ZS,SP.M18.2024.FE.ZS,False
Average transaction cost of sending remittances from a specific country (%),"Inflation, consumer prices (annual %)",0.4432206189210921,SI.RMT.COST.OB.ZS,FP.CPI.TOTL.ZG,False
"Commercial bank branches (per 100,000 adults)","Depositors with commercial banks (per 1,000 adults)",0.44279037453305037,FB.CBK.BRCH.P5,FB.CBK.DPTR.P3,False
"Commercial bank branches (per 100,000 adults)","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.44000744522978136,FB.CBK.BRCH.P5,SG.DMK.SRCR.FN.ZS,False
Claims on other sectors of the domestic economy (% of GDP),"Interest rate spread (lending rate minus deposit rate, %)",0.439901999604653,FS.AST.DOMO.GD.ZS,FR.INR.LNDP,False
Domestic credit to private sector (% of GDP),"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.43923022666921685,FS.AST.PRVT.GD.ZS,SG.DMK.SRCR.FN.ZS,False
Bank liquid reserves to bank assets ratio (%),Claims on other sectors of the domestic economy (% of GDP),0.43848712584255684,FD.RES.LIQU.AS.ZS,FS.AST.DOMO.GD.ZS,False
Domestic credit to private sector by banks (% of GDP),Women who were first married by age 18 (% of women ages 20-24),0.4342609366528354,FD.AST.PRVT.GD.ZS,SP.M18.2024.FE.ZS,False
Monetary Sector credit to private sector (% GDP),Women who were first married by age 18 (% of women ages 20-24),0.43335957268107134,FM.AST.PRVT.GD.ZS,SP.M18.2024.FE.ZS,False
"Commercial bank branches (per 100,000 adults)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.43221391332376224,FB.CBK.BRCH.P5,SG.DMK.ALLD.FN.ZS,False
Claims on other sectors of the domestic economy (% of GDP),"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.4308180978618512,FS.AST.DOMO.GD.ZS,SG.DMK.SRCR.FN.ZS,False
"Automated teller machines (ATMs) (per 100,000 adults)",Broad money (% of GDP),0.4304166197094103,FB.ATM.TOTL.P5,FM.LBL.BMNY.GD.ZS,False
"Borrowers from commercial banks (per 1,000 adults)","Commercial bank branches (per 100,000 adults)",0.4296941288081769,FB.CBK.BRWR.P3,FB.CBK.BRCH.P5,False
"Commercial bank branches (per 100,000 adults)",Women who were first married by age 18 (% of women ages 20-24),0.42259336596390545,FB.CBK.BRCH.P5,SP.M18.2024.FE.ZS,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.42009726157944743,FX.OWN.TOTL.ZS,SG.DMK.ALLD.FN.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.4193766212740116,FX.OWN.TOTL.SO.ZS,SG.DMK.ALLD.FN.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.4178305537829081,FX.OWN.TOTL.YG.ZS,SG.DMK.ALLD.FN.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",Women who were first married by age 15 (% of women ages 20-24),0.41716937198594445,FX.OWN.TOTL.YG.ZS,SP.M15.2024.FE.ZS,False
Claims on other sectors of the domestic economy (% of GDP),Lending interest rate (%),0.41646643115693993,FS.AST.DOMO.GD.ZS,FR.INR.LEND,False
Women Business and the Law Index Score (scale 1-100),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.41580348840873643,SG.LAW.INDX,SG.DMK.ALLD.FN.ZS,False
Domestic credit provided by financial sector (% of GDP),Lending interest rate (%),0.41493609518168745,FS.AST.DOMS.GD.ZS,FR.INR.LEND,False
Broad money (% of GDP),"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.4107272992602971,FM.LBL.BMNY.GD.ZS,SG.DMK.SRCR.FN.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Women who were first married by age 15 (% of women ages 20-24),0.4079664269057022,FX.OWN.TOTL.FE.ZS,SP.M15.2024.FE.ZS,False
Lending interest rate (%),Real interest rate (%),0.4066203452874217,FR.INR.LEND,FR.INR.RINR,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.4063475804320724,FX.OWN.TOTL.OL.ZS,SG.DMK.ALLD.FN.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Lending interest rate (%),0.4058654810782438,FX.OWN.TOTL.MA.ZS,FR.INR.LEND,False
"Automated teller machines (ATMs) (per 100,000 adults)",Women who were first married by age 15 (% of women ages 20-24),0.403470923256891,FB.ATM.TOTL.P5,SP.M15.2024.FE.ZS,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Lending interest rate (%),0.40176313505227756,FX.OWN.TOTL.ZS,FR.INR.LEND,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",Lending interest rate (%),0.4005413756799543,FX.OWN.TOTL.OL.ZS,FR.INR.LEND,False
Claims on other sectors of the domestic economy (% of GDP),Women who were first married by age 15 (% of women ages 20-24),0.40014053269373995,FS.AST.DOMO.GD.ZS,SP.M15.2024.FE.ZS,False
"Depositors with commercial banks (per 1,000 adults)",Women who were first married by age 18 (% of women ages 20-24),0.4000339184941643,FB.CBK.DPTR.P3,SP.M18.2024.FE.ZS,False
Domestic credit to private sector (% of GDP),Lending interest rate (%),0.3999005437352373,FS.AST.PRVT.GD.ZS,FR.INR.LEND,False
Domestic credit provided by financial sector (% of GDP),"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.3973304631122861,FS.AST.DOMS.GD.ZS,SG.DMK.SRCR.FN.ZS,False
Domestic credit provided by financial sector (% of GDP),"Interest rate spread (lending rate minus deposit rate, %)",0.3948307460040814,FS.AST.DOMS.GD.ZS,FR.INR.LNDP,False
Claims on other sectors of the domestic economy (% of GDP),"Depositors with commercial banks (per 1,000 adults)",0.3928151271554981,FS.AST.DOMO.GD.ZS,FB.CBK.DPTR.P3,False
Domestic credit to private sector by banks (% of GDP),Lending interest rate (%),0.39217947705719686,FD.AST.PRVT.GD.ZS,FR.INR.LEND,False
Lending interest rate (%),Monetary Sector credit to private sector (% GDP),0.39146322293571495,FR.INR.LEND,FM.AST.PRVT.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Lending interest rate (%),0.3893183291904706,FX.OWN.TOTL.FE.ZS,FR.INR.LEND,False
"Depositors with commercial banks (per 1,000 adults)",Domestic credit provided by financial sector (% of GDP),0.3876479311099812,FB.CBK.DPTR.P3,FS.AST.DOMS.GD.ZS,False
"Borrowers from commercial banks (per 1,000 adults)",Broad money (% of GDP),0.3873285091054259,FB.CBK.BRWR.P3,FM.LBL.BMNY.GD.ZS,False
Claims on other sectors of the domestic economy (% of GDP),"Commercial bank branches (per 100,000 adults)",0.3863352144233543,FS.AST.DOMO.GD.ZS,FB.CBK.BRCH.P5,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",Lending interest rate (%),0.3861532465209386,FX.OWN.TOTL.40.ZS,FR.INR.LEND,False
Women Business and the Law Index Score (scale 1-100),"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.38425559802806114,SG.LAW.INDX,SG.DMK.SRCR.FN.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",Lending interest rate (%),0.3840912097160883,FX.OWN.TOTL.60.ZS,FR.INR.LEND,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",Lending interest rate (%),0.38320702295698045,FX.OWN.TOTL.YG.ZS,FR.INR.LEND,False
"Borrowers from commercial banks (per 1,000 adults)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.3809436755267777,FB.CBK.BRWR.P3,SG.DMK.ALLD.FN.ZS,False
Bank capital to assets ratio (%),Claims on other sectors of the domestic economy (% of GDP),0.38059033435006107,FB.BNK.CAPA.ZS,FS.AST.DOMO.GD.ZS,False
"Commercial bank branches (per 100,000 adults)",Domestic credit provided by financial sector (% of GDP),0.3800023645945466,FB.CBK.BRCH.P5,FS.AST.DOMS.GD.ZS,False
Bank capital to assets ratio (%),Domestic credit provided by financial sector (% of GDP),0.3798424564298444,FB.BNK.CAPA.ZS,FS.AST.DOMS.GD.ZS,False
Broad money (% of GDP),"Depositors with commercial banks (per 1,000 adults)",0.379617231096866,FM.LBL.BMNY.GD.ZS,FB.CBK.DPTR.P3,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",Lending interest rate (%),0.37933677990199116,FX.OWN.TOTL.SO.ZS,FR.INR.LEND,False
Bank liquid reserves to bank assets ratio (%),Domestic credit provided by financial sector (% of GDP),0.3766745716103767,FD.RES.LIQU.AS.ZS,FS.AST.DOMS.GD.ZS,False
"Borrowers from commercial banks (per 1,000 adults)",Women who were first married by age 18 (% of women ages 20-24),0.37625162638299164,FB.CBK.BRWR.P3,SP.M18.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",Women who were first married by age 15 (% of women ages 20-24),0.37418494877285513,FX.OWN.TOTL.60.ZS,SP.M15.2024.FE.ZS,False
Average transaction cost of sending remittances from a specific country (%),GDP deflator (base year varies by country),0.37414531665069745,SI.RMT.COST.OB.ZS,NY.GDP.DEFL.ZS,False
Average transaction cost of sending remittances from a specific country (%),GDP deflator: linked series (base year varies by country),0.3741453166506974,SI.RMT.COST.OB.ZS,NY.GDP.DEFL.ZS.AD,False
Average transaction cost of sending remittances from a specific country (%),Average transaction cost of sending remittances to a specific country (%),0.3735025069037414,SI.RMT.COST.OB.ZS,SI.RMT.COST.IB.ZS,False
"Inflation, GDP deflator: linked series (annual %)",Lending interest rate (%),0.37065494935592946,NY.GDP.DEFL.KD.ZG.AD,FR.INR.LEND,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),"Inflation, GDP deflator: linked series (annual %)",0.3705743173446115,FM.AST.DOMO.ZG.M3,NY.GDP.DEFL.KD.ZG.AD,False
"Inflation, GDP deflator (annual %)",Lending interest rate (%),0.36754822785968744,NY.GDP.DEFL.KD.ZG,FR.INR.LEND,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Women who were first married by age 15 (% of women ages 20-24),0.3671154468560304,FX.OWN.TOTL.ZS,SP.M15.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",Lending interest rate (%),0.3667662416724574,FX.OWN.TOTL.PL.ZS,FR.INR.LEND,False
Broad money (% of GDP),Lending interest rate (%),0.36500465376810637,FM.LBL.BMNY.GD.ZS,FR.INR.LEND,False
Broad money (% of GDP),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.3640944355303436,FM.LBL.BMNY.GD.ZS,SG.TIM.UWRK.FE,False
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.3637006679700817,SG.TIM.UWRK.FE,SG.TIM.UWRK.MA,False
"Inflation, consumer prices (annual %)",Real interest rate (%),0.3631890126460698,FP.CPI.TOTL.ZG,FR.INR.RINR,False
Monetary Sector credit to private sector (% GDP),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.3626396458669772,FM.AST.PRVT.GD.ZS,SG.DMK.ALLD.FN.ZS,False
Broad money growth (annual %),Lending interest rate (%),0.36258559792417666,FM.LBL.BMNY.ZG,FR.INR.LEND,False
Domestic credit to private sector (% of GDP),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.36224317808123063,FS.AST.PRVT.GD.ZS,SG.DMK.ALLD.FN.ZS,False
"Borrowers from commercial banks (per 1,000 adults)",Women Business and the Law Index Score (scale 1-100),0.3620889194835379,FB.CBK.BRWR.P3,SG.LAW.INDX,False
"Commercial bank branches (per 100,000 adults)",Women who were first married by age 15 (% of women ages 20-24),0.361840315757012,FB.CBK.BRCH.P5,SP.M15.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.36166888971163175,FX.OWN.TOTL.MA.ZS,SG.DMK.ALLD.FN.ZS,False
Domestic credit to private sector by banks (% of GDP),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.3609167538887752,FD.AST.PRVT.GD.ZS,SG.DMK.ALLD.FN.ZS,False
"Inflation, GDP deflator (annual %)","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.3593321073661254,NY.GDP.DEFL.KD.ZG,SG.TIM.UWRK.FE,False
"Inflation, GDP deflator: linked series (annual %)","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.3593321073661254,NY.GDP.DEFL.KD.ZG.AD,SG.TIM.UWRK.FE,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",Bank capital to assets ratio (%),0.3589861369668818,FX.OWN.TOTL.PL.ZS,FB.BNK.CAPA.ZS,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),"Inflation, GDP deflator (annual %)",0.35759890236886677,FM.AST.DOMO.ZG.M3,NY.GDP.DEFL.KD.ZG,False
Claims on other sectors of the domestic economy (% of GDP),Women Business and the Law Index Score (scale 1-100),0.35629405929833335,FS.AST.DOMO.GD.ZS,SG.LAW.INDX,False
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",Women Business and the Law Index Score (scale 1-100),0.3558851597266044,SG.TIM.UWRK.MA,SG.LAW.INDX,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.3521663966580738,FX.OWN.TOTL.FE.ZS,SG.TIM.UWRK.MA,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",Average transaction cost of sending remittances to a specific country (%),0.35012570718413066,FX.OWN.TOTL.OL.ZS,SI.RMT.COST.IB.ZS,False
Domestic credit to private sector (% of GDP),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.350041976655429,FS.AST.PRVT.GD.ZS,SG.TIM.UWRK.FE,False
Broad money (% of GDP),"Commercial bank branches (per 100,000 adults)",0.349681951465722,FM.LBL.BMNY.GD.ZS,FB.CBK.BRCH.P5,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",Bank capital to assets ratio (%),0.3495136009407347,FX.OWN.TOTL.YG.ZS,FB.BNK.CAPA.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Bank capital to assets ratio (%),0.3487852603140974,FX.OWN.TOTL.FE.ZS,FB.BNK.CAPA.ZS,False
Average transaction cost of sending remittances from a specific country (%),Bank liquid reserves to bank assets ratio (%),0.3482967196137429,SI.RMT.COST.OB.ZS,FD.RES.LIQU.AS.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",Bank capital to assets ratio (%),0.34694172457698985,FX.OWN.TOTL.40.ZS,FB.BNK.CAPA.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",Women who were first married by age 15 (% of women ages 20-24),0.34590629971602027,FX.OWN.TOTL.40.ZS,SP.M15.2024.FE.ZS,False
"Depositors with commercial banks (per 1,000 adults)",Women Business and the Law Index Score (scale 1-100),0.34518941497956906,FB.CBK.DPTR.P3,SG.LAW.INDX,False
Domestic credit to private sector (% of GDP),Women who were first married by age 15 (% of women ages 20-24),0.3405630010117035,FS.AST.PRVT.GD.ZS,SP.M15.2024.FE.ZS,False
"Depositors with commercial banks (per 1,000 adults)",Women who were first married by age 15 (% of women ages 20-24),0.340352236856651,FB.CBK.DPTR.P3,SP.M15.2024.FE.ZS,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Bank capital to assets ratio (%),0.3398592699412267,FX.OWN.TOTL.ZS,FB.BNK.CAPA.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Average transaction cost of sending remittances to a specific country (%),0.33916002713805604,FX.OWN.TOTL.FE.ZS,SI.RMT.COST.IB.ZS,False
Average transaction cost of sending remittances to a specific country (%),"Borrowers from commercial banks (per 1,000 adults)",0.33907737948572914,SI.RMT.COST.IB.ZS,FB.CBK.BRWR.P3,False
Broad money (% of GDP),Women who were first married by age 18 (% of women ages 20-24),0.33662960333428565,FM.LBL.BMNY.GD.ZS,SP.M18.2024.FE.ZS,False
Domestic credit provided by financial sector (% of GDP),"Risk premium on lending (lending rate minus treasury bill rate, %)",0.3356313641810357,FS.AST.DOMS.GD.ZS,FR.INR.RISK,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",Women who were first married by age 15 (% of women ages 20-24),0.3355410614234157,FX.OWN.TOTL.SO.ZS,SP.M15.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",Women who were first married by age 15 (% of women ages 20-24),0.3353964878874031,FX.OWN.TOTL.OL.ZS,SP.M15.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",Bank capital to assets ratio (%),0.33344365136183046,FX.OWN.TOTL.OL.ZS,FB.BNK.CAPA.ZS,False
"Automated teller machines (ATMs) (per 100,000 adults)",Average transaction cost of sending remittances to a specific country (%),0.3327165472319023,FB.ATM.TOTL.P5,SI.RMT.COST.IB.ZS,False
Domestic credit provided by financial sector (% of GDP),Women who were first married by age 18 (% of women ages 20-24),0.33262999910791935,FS.AST.DOMS.GD.ZS,SP.M18.2024.FE.ZS,False
Domestic credit provided by financial sector (% of GDP),Women Business and the Law Index Score (scale 1-100),0.3324742249284674,FS.AST.DOMS.GD.ZS,SG.LAW.INDX,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",Bank capital to assets ratio (%),0.331624643661471,FX.OWN.TOTL.60.ZS,FB.BNK.CAPA.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",Average transaction cost of sending remittances to a specific country (%),0.33151318146742315,FX.OWN.TOTL.40.ZS,SI.RMT.COST.IB.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.33098629971866705,FX.OWN.TOTL.40.ZS,SG.DMK.ALLD.FN.ZS,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Average transaction cost of sending remittances to a specific country (%),0.33050494747461007,FX.OWN.TOTL.ZS,SI.RMT.COST.IB.ZS,False
Monetary Sector credit to private sector (% GDP),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.32957126279416293,FM.AST.PRVT.GD.ZS,SG.TIM.UWRK.FE,False
Domestic credit to private sector by banks (% of GDP),Women who were first married by age 15 (% of women ages 20-24),0.32891101281861185,FD.AST.PRVT.GD.ZS,SP.M15.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Bank capital to assets ratio (%),0.3288087714587828,FX.OWN.TOTL.MA.ZS,FB.BNK.CAPA.ZS,False
Domestic credit to private sector by banks (% of GDP),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.32795686357454507,FD.AST.PRVT.GD.ZS,SG.TIM.UWRK.FE,False
Monetary Sector credit to private sector (% GDP),Women who were first married by age 15 (% of women ages 20-24),0.3277096808005082,FM.AST.PRVT.GD.ZS,SP.M15.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",Bank capital to assets ratio (%),0.3269875886270977,FX.OWN.TOTL.SO.ZS,FB.BNK.CAPA.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.32674908611868814,FX.OWN.TOTL.OL.ZS,SG.TIM.UWRK.FE,False
Average transaction cost of sending remittances from a specific country (%),Consumer price index (2010 = 100),0.32549351973199303,SI.RMT.COST.OB.ZS,FP.CPI.TOTL,False
"Commercial bank branches (per 100,000 adults)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.32421475035681696,FB.CBK.BRCH.P5,SG.TIM.UWRK.MA,False
"Commercial bank branches (per 100,000 adults)",Women Business and the Law Index Score (scale 1-100),0.3237556710121774,FB.CBK.BRCH.P5,SG.LAW.INDX,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",Women who were first married by age 15 (% of women ages 20-24),0.3230038293066285,FX.OWN.TOTL.PL.ZS,SP.M15.2024.FE.ZS,False
Average transaction cost of sending remittances from a specific country (%),"Inflation, GDP deflator (annual %)",0.322560430561721,SI.RMT.COST.OB.ZS,NY.GDP.DEFL.KD.ZG,False
Average transaction cost of sending remittances from a specific country (%),"Inflation, GDP deflator: linked series (annual %)",0.32256043056172085,SI.RMT.COST.OB.ZS,NY.GDP.DEFL.KD.ZG.AD,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Women who were first married by age 15 (% of women ages 20-24),0.32232082381983845,FX.OWN.TOTL.MA.ZS,SP.M15.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",Average transaction cost of sending remittances to a specific country (%),0.3213285071113557,FX.OWN.TOTL.60.ZS,SI.RMT.COST.IB.ZS,False
"Inflation, consumer prices (annual %)",Lending interest rate (%),0.3209320478693279,FP.CPI.TOTL.ZG,FR.INR.LEND,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.32048746204835754,FX.OWN.TOTL.FE.ZS,SG.TIM.UWRK.FE,False
Broad money (% of GDP),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.3201632504986276,FM.LBL.BMNY.GD.ZS,SG.DMK.ALLD.FN.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.31781056673658464,FX.OWN.TOTL.60.ZS,SG.TIM.UWRK.MA,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.3177752781861783,FX.OWN.TOTL.ZS,SG.TIM.UWRK.MA,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.31646693169556206,FX.OWN.TOTL.PL.ZS,SG.TIM.UWRK.FE,False
"Borrowers from commercial banks (per 1,000 adults)",Lending interest rate (%),0.315067367878314,FB.CBK.BRWR.P3,FR.INR.LEND,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.31431755425491165,FX.OWN.TOTL.40.ZS,SG.TIM.UWRK.MA,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.3135145877492854,FX.OWN.TOTL.SO.ZS,SG.TIM.UWRK.FE,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.31199726182679477,FX.OWN.TOTL.60.ZS,SG.TIM.UWRK.FE,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.31137391600701014,FX.OWN.TOTL.ZS,SG.TIM.UWRK.FE,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.31075764683928914,FX.OWN.TOTL.OL.ZS,SG.TIM.UWRK.MA,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.30728934105598277,FX.OWN.TOTL.40.ZS,SG.TIM.UWRK.FE,False
"Automated teller machines (ATMs) (per 100,000 adults)",Lending interest rate (%),0.30682857559554294,FB.ATM.TOTL.P5,FR.INR.LEND,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Average transaction cost of sending remittances to a specific country (%),0.30618185296538175,FX.OWN.TOTL.MA.ZS,SI.RMT.COST.IB.ZS,False
