Indicator1,Indicator2,Absolute_Correlation,Indicator1_Code,Indicator2_Code,Is_Highly_Correlated
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",Women who were first married by age 18 (% of women ages 20-24),0.1440874257403011,FX.OWN.TOTL.60.ZS,SP.M18.2024.FE.ZS,False
"Automated teller machines (ATMs) (per 100,000 adults)","Interest rate spread (lending rate minus deposit rate, %)",0.14380870939478296,FB.ATM.TOTL.P5,FR.INR.LNDP,False
"Automated teller machines (ATMs) (per 100,000 adults)",Broad money growth (annual %),0.14379156563006093,FB.ATM.TOTL.P5,FM.LBL.BMNY.ZG,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",Women who were first married by age 18 (% of women ages 20-24),0.14371030540903013,FX.OWN.TOTL.OL.ZS,SP.M18.2024.FE.ZS,False
Deposit interest rate (%),Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),0.14362226465050842,FR.INR.DPST,FX.OWN.TOTL.ZS,False
Claims on private sector (annual growth as % of broad money),"Interest rate spread (lending rate minus deposit rate, %)",0.14357481923357673,FM.AST.PRVT.ZG.M3,FR.INR.LNDP,False
"Commercial bank branches (per 100,000 adults)",Lending interest rate (%),0.14356644156498888,FB.CBK.BRCH.P5,FR.INR.LEND,False
Deposit interest rate (%),Domestic credit provided by financial sector (% of GDP),0.142935854385404,FR.INR.DPST,FS.AST.DOMS.GD.ZS,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Women who were first married by age 18 (% of women ages 20-24),0.14274626365446447,FX.OWN.TOTL.ZS,SP.M18.2024.FE.ZS,False
Broad money growth (annual %),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.14240878274736662,FM.LBL.BMNY.ZG,SG.TIM.UWRK.FE,False
Broad money growth (annual %),"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",0.14186134154871172,FM.LBL.BMNY.ZG,FX.OWN.TOTL.PL.ZS,False
"Interest rate spread (lending rate minus deposit rate, %)",Average transaction cost of sending remittances to a specific country (%),0.14170978577777615,FR.INR.LNDP,SI.RMT.COST.IB.ZS,False
Lending interest rate (%),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.1416594468583188,FR.INR.LEND,SG.TIM.UWRK.FE,False
Lending interest rate (%),Average transaction cost of sending remittances to a specific country (%),0.14160597486707394,FR.INR.LEND,SI.RMT.COST.IB.ZS,False
Deposit interest rate (%),Women who were first married by age 15 (% of women ages 20-24),0.14123450509162777,FR.INR.DPST,SP.M15.2024.FE.ZS,False
Bank liquid reserves to bank assets ratio (%),Consumer price index (2010 = 100),0.14117837290068636,FD.RES.LIQU.AS.ZS,FP.CPI.TOTL,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",Average transaction cost of sending remittances to a specific country (%),0.14117023547889188,FX.OWN.TOTL.40.ZS,SI.RMT.COST.IB.ZS,False
"Inflation, consumer prices (annual %)","Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",0.14111112134809956,FP.CPI.TOTL.ZG,FX.OWN.TOTL.60.ZS,False
"Inflation, consumer prices (annual %)","Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",0.14109127887302683,FP.CPI.TOTL.ZG,FX.OWN.TOTL.40.ZS,False
Bank capital to assets ratio (%),Domestic credit provided by financial sector (% of GDP),0.14011985470376223,FB.BNK.CAPA.ZS,FS.AST.DOMS.GD.ZS,False
"Inflation, consumer prices (annual %)","Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",0.13955412826600253,FP.CPI.TOTL.ZG,FX.OWN.TOTL.PL.ZS,False
"Depositors with commercial banks (per 1,000 adults)",Women who were first married by age 15 (% of women ages 20-24),0.13944197643742,FB.CBK.DPTR.P3,SP.M15.2024.FE.ZS,False
Broad money growth (annual %),"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",0.1386268561923617,FM.LBL.BMNY.ZG,FX.OWN.TOTL.40.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Women who were first married by age 18 (% of women ages 20-24),0.1380919533712528,FX.OWN.TOTL.FE.ZS,SP.M18.2024.FE.ZS,False
"Inflation, consumer prices (annual %)","Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",0.1377849227095496,FP.CPI.TOTL.ZG,FX.OWN.TOTL.MA.ZS,False
Deposit interest rate (%),"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",0.13767722793994433,FR.INR.DPST,FX.OWN.TOTL.MA.ZS,False
Real interest rate (%),Claims on other sectors of the domestic economy (% of GDP),0.1374169718416901,FR.INR.RINR,FS.AST.DOMO.GD.ZS,False
Wholesale price index (2010 = 100),GDP deflator (base year varies by country),0.13740490402794564,FP.WPI.TOTL,NY.GDP.DEFL.ZS,False
"Claims on central government, etc. (% GDP)",Domestic credit provided by financial sector (% of GDP),0.1373903952772261,FS.AST.CGOV.GD.ZS,FS.AST.DOMS.GD.ZS,False
Deposit interest rate (%),"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",0.13730338472344014,FR.INR.DPST,FX.OWN.TOTL.60.ZS,False
Bank nonperforming loans to total gross loans (%),"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",0.1369461282789316,FB.AST.NPER.ZS,FX.OWN.TOTL.FE.ZS,False
"Inflation, consumer prices (annual %)","Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",0.13683206370176218,FP.CPI.TOTL.ZG,FX.OWN.TOTL.OL.ZS,False
Wholesale price index (2010 = 100),GDP deflator: linked series (base year varies by country),0.13665166134757173,FP.WPI.TOTL,NY.GDP.DEFL.ZS.AD,False
"Inflation, consumer prices (annual %)",Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),0.13648894991875363,FP.CPI.TOTL.ZG,FX.OWN.TOTL.ZS,False
Bank nonperforming loans to total gross loans (%),Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),0.13631220715395143,FB.AST.NPER.ZS,FX.OWN.TOTL.ZS,False
Claims on private sector (annual growth as % of broad money),Real interest rate (%),0.13624290647566825,FM.AST.PRVT.ZG.M3,FR.INR.RINR,False
Bank liquid reserves to bank assets ratio (%),"Interest rate spread (lending rate minus deposit rate, %)",0.13620195497562695,FD.RES.LIQU.AS.ZS,FR.INR.LNDP,False
"Inflation, consumer prices (annual %)","Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",0.13570731835303693,FP.CPI.TOTL.ZG,FX.OWN.TOTL.SO.ZS,False
Broad money growth (annual %),Average transaction cost of sending remittances from a specific country (%),0.13538457323498038,FM.LBL.BMNY.ZG,SI.RMT.COST.OB.ZS,False
"Borrowers from commercial banks (per 1,000 adults)",Proportion of seats held by women in national parliaments (%),0.13532840828628598,FB.CBK.BRWR.P3,SG.GEN.PARL.ZS,False
Real interest rate (%),"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",0.13453069622419334,FR.INR.RINR,FX.OWN.TOTL.MA.ZS,False
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",Women who were first married by age 18 (% of women ages 20-24),0.13412242641322783,SG.DMK.SRCR.FN.ZS,SP.M18.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",Women who were first married by age 18 (% of women ages 20-24),0.13394197261464033,FX.OWN.TOTL.40.ZS,SP.M18.2024.FE.ZS,False
Real interest rate (%),"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",0.13393723350423914,FR.INR.RINR,FX.OWN.TOTL.OL.ZS,False
Bank nonperforming loans to total gross loans (%),"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",0.13344637114270483,FB.AST.NPER.ZS,FX.OWN.TOTL.OL.ZS,False
Deposit interest rate (%),"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",0.13314700150764777,FR.INR.DPST,FX.OWN.TOTL.OL.ZS,False
Deposit interest rate (%),Average transaction cost of sending remittances from a specific country (%),0.1330432828016317,FR.INR.DPST,SI.RMT.COST.OB.ZS,False
Broad money growth (annual %),"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",0.13281769208948,FM.LBL.BMNY.ZG,FX.OWN.TOTL.60.ZS,False
Bank nonperforming loans to total gross loans (%),"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",0.13271351469941878,FB.AST.NPER.ZS,FX.OWN.TOTL.60.ZS,False
"Interest rate spread (lending rate minus deposit rate, %)",Domestic credit provided by financial sector (% of GDP),0.13268412511764632,FR.INR.LNDP,FS.AST.DOMS.GD.ZS,False
"Inflation, consumer prices (annual %)","Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",0.13262520804533712,FP.CPI.TOTL.ZG,FX.OWN.TOTL.FE.ZS,False
Broad money growth (annual %),"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",0.13253099675607052,FM.LBL.BMNY.ZG,FX.OWN.TOTL.MA.ZS,False
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",Average transaction cost of sending remittances to a specific country (%),0.1324709626497556,SG.TIM.UWRK.MA,SI.RMT.COST.IB.ZS,False
Broad money to total reserves ratio,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",0.13243824900809653,FM.LBL.BMNY.IR.ZS,FX.OWN.TOTL.YG.ZS,False
"Official exchange rate (LCU per US$, period average)",Average transaction cost of sending remittances from a specific country (%),0.1321825086584573,PA.NUS.FCRF,SI.RMT.COST.OB.ZS,False
Bank nonperforming loans to total gross loans (%),"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",0.1321178728987187,FB.AST.NPER.ZS,FX.OWN.TOTL.MA.ZS,False
Real interest rate (%),Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),0.13193652832797959,FR.INR.RINR,FX.OWN.TOTL.ZS,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),Lending interest rate (%),0.1317474900991603,FM.AST.DOMO.ZG.M3,FR.INR.LEND,False
Bank capital to assets ratio (%),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.13134406832528,FB.BNK.CAPA.ZS,SG.DMK.ALLD.FN.ZS,False
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.13092359684731728,DT.TDS.DPPF.XP.ZS,SG.TIM.UWRK.FE,False
Real interest rate (%),"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",0.13045509924819942,FR.INR.RINR,FX.OWN.TOTL.40.ZS,False
Broad money to total reserves ratio,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",0.13017790177959188,FM.LBL.BMNY.IR.ZS,FX.OWN.TOTL.40.ZS,False
Broad money growth (annual %),"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",0.1300768205669868,FM.LBL.BMNY.ZG,FX.OWN.TOTL.YG.ZS,False
Bank liquid reserves to bank assets ratio (%),Broad money growth (annual %),0.12983993988579232,FD.RES.LIQU.AS.ZS,FM.LBL.BMNY.ZG,False
Domestic credit provided by financial sector (% of GDP),Women Business and the Law Index Score (scale 1-100),0.1298261947532338,FS.AST.DOMS.GD.ZS,SG.LAW.INDX,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),Domestic credit provided by financial sector (% of GDP),0.1297271419664958,FM.AST.DOMO.ZG.M3,FS.AST.DOMS.GD.ZS,False
Lending interest rate (%),Women who were first married by age 15 (% of women ages 20-24),0.12944892788506301,FR.INR.LEND,SP.M15.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",Women who were first married by age 18 (% of women ages 20-24),0.12930424906879814,FX.OWN.TOTL.YG.ZS,SP.M18.2024.FE.ZS,False
Lending interest rate (%),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.12927103121883435,FR.INR.LEND,SG.DMK.ALLD.FN.ZS,False
Bank nonperforming loans to total gross loans (%),Proportion of seats held by women in national parliaments (%),0.128888393167456,FB.AST.NPER.ZS,SG.GEN.PARL.ZS,False
"Inflation, consumer prices (annual %)","Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",0.12886195684740062,FP.CPI.TOTL.ZG,FX.OWN.TOTL.YG.ZS,False
"Borrowers from commercial banks (per 1,000 adults)",Women who were first married by age 18 (% of women ages 20-24),0.12884238662576575,FB.CBK.BRWR.P3,SP.M18.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",Women who were first married by age 18 (% of women ages 20-24),0.1285038777396746,FX.OWN.TOTL.SO.ZS,SP.M18.2024.FE.ZS,False
"Automated teller machines (ATMs) (per 100,000 adults)",Women who were first married by age 15 (% of women ages 20-24),0.12827032540433722,FB.ATM.TOTL.P5,SP.M15.2024.FE.ZS,False
Broad money growth (annual %),Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),0.12785900686928858,FM.LBL.BMNY.ZG,FX.OWN.TOTL.ZS,False
Lending interest rate (%),Proportion of seats held by women in national parliaments (%),0.1277874366297074,FR.INR.LEND,SG.GEN.PARL.ZS,False
Bank nonperforming loans to total gross loans (%),"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",0.12759114623272613,FB.AST.NPER.ZS,FX.OWN.TOTL.40.ZS,False
Broad money growth (annual %),Domestic credit provided by financial sector (% of GDP),0.1273541460659966,FM.LBL.BMNY.ZG,FS.AST.DOMS.GD.ZS,False
Claims on private sector (annual growth as % of broad money),Deposit interest rate (%),0.12732068608037822,FM.AST.PRVT.ZG.M3,FR.INR.DPST,False
Real interest rate (%),"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",0.12711495207183574,FR.INR.RINR,FX.OWN.TOTL.SO.ZS,False
DEC alternative conversion factor (LCU per US$),Average transaction cost of sending remittances from a specific country (%),0.12703687500970545,PA.NUS.ATLS,SI.RMT.COST.OB.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",Women who were first married by age 18 (% of women ages 20-24),0.12669974950543514,FX.OWN.TOTL.PL.ZS,SP.M18.2024.FE.ZS,False
Real interest rate (%),"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",0.12665734356858688,FR.INR.RINR,FX.OWN.TOTL.FE.ZS,False
Domestic credit to private sector by banks (% of GDP),Proportion of seats held by women in national parliaments (%),0.12652675944781797,FD.AST.PRVT.GD.ZS,SG.GEN.PARL.ZS,False
Broad money growth (annual %),"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",0.12643251804497949,FM.LBL.BMNY.ZG,FX.OWN.TOTL.SO.ZS,False
"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",Women Business and the Law Index Score (scale 1-100),0.12632013539931528,SG.DMK.ALLD.FN.ZS,SG.LAW.INDX,False
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",Proportion of seats held by women in national parliaments (%),0.12609889602359334,SG.DMK.SRCR.FN.ZS,SG.GEN.PARL.ZS,False
Broad money growth (annual %),"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",0.12601184268722265,FM.LBL.BMNY.ZG,FX.OWN.TOTL.OL.ZS,False
Consumer price index (2010 = 100),Wholesale price index (2010 = 100),0.12573516583680197,FP.CPI.TOTL,FP.WPI.TOTL,False
Monetary Sector credit to private sector (% GDP),Proportion of seats held by women in national parliaments (%),0.12530013315109007,FM.AST.PRVT.GD.ZS,SG.GEN.PARL.ZS,False
Domestic credit to private sector by banks (% of GDP),Lending interest rate (%),0.12523142561844952,FD.AST.PRVT.GD.ZS,FR.INR.LEND,False
Bank nonperforming loans to total gross loans (%),"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",0.1249418550495401,FB.AST.NPER.ZS,FX.OWN.TOTL.SO.ZS,False
Bank liquid reserves to bank assets ratio (%),Domestic credit provided by financial sector (% of GDP),0.12469716154872462,FD.RES.LIQU.AS.ZS,FS.AST.DOMS.GD.ZS,False
"Depositors with commercial banks (per 1,000 adults)","Interest rate spread (lending rate minus deposit rate, %)",0.12460300610946644,FB.CBK.DPTR.P3,FR.INR.LNDP,False
Wholesale price index (2010 = 100),Lending interest rate (%),0.12456321470377874,FP.WPI.TOTL,FR.INR.LEND,False
Monetary Sector credit to private sector (% GDP),Lending interest rate (%),0.12454228152245606,FM.AST.PRVT.GD.ZS,FR.INR.LEND,False
Lending interest rate (%),Women Business and the Law Index Score (scale 1-100),0.12441275724163393,FR.INR.LEND,SG.LAW.INDX,False
Bank capital to assets ratio (%),"Commercial bank branches (per 100,000 adults)",0.12378326518512162,FB.BNK.CAPA.ZS,FB.CBK.BRCH.P5,False
Real interest rate (%),"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",0.12328404500112848,FR.INR.RINR,FX.OWN.TOTL.60.ZS,False
Average transaction cost of sending remittances from a specific country (%),Women who were first married by age 18 (% of women ages 20-24),0.1231305027796187,SI.RMT.COST.OB.ZS,SP.M18.2024.FE.ZS,False
Claims on other sectors of the domestic economy (% of GDP),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.12294985636114586,FS.AST.DOMO.GD.ZS,SG.TIM.UWRK.FE,False
Women Business and the Law Index Score (scale 1-100),Average transaction cost of sending remittances to a specific country (%),0.12293741631345881,SG.LAW.INDX,SI.RMT.COST.IB.ZS,False
"Inflation, consumer prices (annual %)",Wholesale price index (2010 = 100),0.12280190521181641,FP.CPI.TOTL.ZG,FP.WPI.TOTL,False
Broad money to total reserves ratio,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",0.12237260522601741,FM.LBL.BMNY.IR.ZS,FX.OWN.TOTL.PL.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",Average transaction cost of sending remittances from a specific country (%),0.12143668671867087,FX.OWN.TOTL.OL.ZS,SI.RMT.COST.OB.ZS,False
"Automated teller machines (ATMs) (per 100,000 adults)","Inflation, consumer prices (annual %)",0.12097452974648754,FB.ATM.TOTL.P5,FP.CPI.TOTL.ZG,False
Broad money growth (annual %),"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",0.12053999219125318,FM.LBL.BMNY.ZG,FX.OWN.TOTL.FE.ZS,False
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)","Interest rate spread (lending rate minus deposit rate, %)",0.12047432813711278,DT.TDS.DPPF.XP.ZS,FR.INR.LNDP,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),GDP deflator: linked series (base year varies by country),0.12008164637521436,FM.AST.DOMO.ZG.M3,NY.GDP.DEFL.ZS.AD,False
Real interest rate (%),"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",0.11904652877764854,FR.INR.RINR,FX.OWN.TOTL.YG.ZS,False
Claims on other sectors of the domestic economy (% of GDP),GDP deflator: linked series (base year varies by country),0.11892764738694979,FS.AST.DOMO.GD.ZS,NY.GDP.DEFL.ZS.AD,False
Broad money to total reserves ratio,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",0.11852109025652093,FM.LBL.BMNY.IR.ZS,FX.OWN.TOTL.FE.ZS,False
Claims on other sectors of the domestic economy (% of GDP),DEC alternative conversion factor (LCU per US$),0.11788161765108193,FS.AST.DOMO.GD.ZS,PA.NUS.ATLS,False
Bank liquid reserves to bank assets ratio (%),Domestic credit to private sector (% of GDP),0.11717055290494653,FD.RES.LIQU.AS.ZS,FS.AST.PRVT.GD.ZS,False
Domestic credit to private sector (% of GDP),Proportion of seats held by women in national parliaments (%),0.1169221156493153,FS.AST.PRVT.GD.ZS,SG.GEN.PARL.ZS,False
Broad money to total reserves ratio,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),0.11688108599442537,FM.LBL.BMNY.IR.ZS,FX.OWN.TOTL.ZS,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),GDP deflator (base year varies by country),0.11684249334737,FM.AST.DOMO.ZG.M3,NY.GDP.DEFL.ZS,False
"Borrowers from commercial banks (per 1,000 adults)","Inflation, consumer prices (annual %)",0.11661717993232568,FB.CBK.BRWR.P3,FP.CPI.TOTL.ZG,False
Claims on other sectors of the domestic economy (% of GDP),GDP deflator (base year varies by country),0.11652587701391466,FS.AST.DOMO.GD.ZS,NY.GDP.DEFL.ZS,False
Claims on private sector (annual growth as % of broad money),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.11639466830404074,FM.AST.PRVT.ZG.M3,SG.TIM.UWRK.FE,False
Claims on other sectors of the domestic economy (% of GDP),Proportion of seats held by women in national parliaments (%),0.11513171680138617,FS.AST.DOMO.GD.ZS,SG.GEN.PARL.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.1148768262837335,FX.OWN.TOTL.YG.ZS,SG.TIM.UWRK.MA,False
Claims on private sector (annual growth as % of broad money),Claims on other sectors of the domestic economy (% of GDP),0.11479152506968719,FM.AST.PRVT.ZG.M3,FS.AST.DOMO.GD.ZS,False
Wholesale price index (2010 = 100),Deposit interest rate (%),0.11470861571284204,FP.WPI.TOTL,FR.INR.DPST,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Average transaction cost of sending remittances from a specific country (%),0.11466956796014874,FX.OWN.TOTL.ZS,SI.RMT.COST.OB.ZS,False
Bank capital to assets ratio (%),"Interest rate spread (lending rate minus deposit rate, %)",0.11413579764043635,FB.BNK.CAPA.ZS,FR.INR.LNDP,False
"Claims on central government, etc. (% GDP)","Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",0.11404267320290057,FS.AST.CGOV.GD.ZS,FX.OWN.TOTL.60.ZS,False
Broad money to total reserves ratio,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",0.11366080125430811,FM.LBL.BMNY.IR.ZS,FX.OWN.TOTL.MA.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.11306181885648584,FX.OWN.TOTL.FE.ZS,SG.TIM.UWRK.MA,False
Broad money to total reserves ratio,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",0.11296180016941786,FM.LBL.BMNY.IR.ZS,FX.OWN.TOTL.60.ZS,False
"Borrowers from commercial banks (per 1,000 adults)",Bank liquid reserves to bank assets ratio (%),0.11293067535325,FB.CBK.BRWR.P3,FD.RES.LIQU.AS.ZS,False
Monetary Sector credit to private sector (% GDP),Average transaction cost of sending remittances from a specific country (%),0.11271746747411683,FM.AST.PRVT.GD.ZS,SI.RMT.COST.OB.ZS,False
Broad money to total reserves ratio,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",0.11269176340893469,FM.LBL.BMNY.IR.ZS,FX.OWN.TOTL.OL.ZS,False
"Automated teller machines (ATMs) (per 100,000 adults)",Net domestic credit (current LCU),0.1126640175041297,FB.ATM.TOTL.P5,FM.AST.DOMS.CN,False
Bank nonperforming loans to total gross loans (%),Lending interest rate (%),0.11266150991766535,FB.AST.NPER.ZS,FR.INR.LEND,False
Bank liquid reserves to bank assets ratio (%),Average transaction cost of sending remittances from a specific country (%),0.11234244934917184,FD.RES.LIQU.AS.ZS,SI.RMT.COST.OB.ZS,False
"Commercial bank branches (per 100,000 adults)",Proportion of seats held by women in national parliaments (%),0.1121139140867888,FB.CBK.BRCH.P5,SG.GEN.PARL.ZS,False
Bank capital to assets ratio (%),Deposit interest rate (%),0.11166389547834199,FB.BNK.CAPA.ZS,FR.INR.DPST,False
Bank capital to assets ratio (%),"Borrowers from commercial banks (per 1,000 adults)",0.11159207724076749,FB.BNK.CAPA.ZS,FB.CBK.BRWR.P3,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",Average transaction cost of sending remittances from a specific country (%),0.11120503838299155,FX.OWN.TOTL.YG.ZS,SI.RMT.COST.OB.ZS,False
Broad money growth (annual %),GDP deflator: linked series (base year varies by country),0.11106792953853764,FM.LBL.BMNY.ZG,NY.GDP.DEFL.ZS.AD,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),Average transaction cost of sending remittances to a specific country (%),0.11097497731223263,FM.AST.DOMO.ZG.M3,SI.RMT.COST.IB.ZS,False
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",Claims on central government (annual growth as % of broad money),0.11080922474399375,DT.TDS.DPPF.XP.ZS,FM.AST.CGOV.ZG.M3,False
Broad money growth (annual %),GDP deflator (base year varies by country),0.11066328688194313,FM.LBL.BMNY.ZG,NY.GDP.DEFL.ZS,False
Broad money to total reserves ratio,Domestic credit provided by financial sector (% of GDP),0.11055858094164357,FM.LBL.BMNY.IR.ZS,FS.AST.DOMS.GD.ZS,False
Domestic credit to private sector by banks (% of GDP),Average transaction cost of sending remittances from a specific country (%),0.1100616609661764,FD.AST.PRVT.GD.ZS,SI.RMT.COST.OB.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",Average transaction cost of sending remittances from a specific country (%),0.1099869549852326,FX.OWN.TOTL.60.ZS,SI.RMT.COST.OB.ZS,False
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",Women who were first married by age 15 (% of women ages 20-24),0.10972473726321665,SG.TIM.UWRK.FE,SP.M15.2024.FE.ZS,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.10952076742041686,FX.OWN.TOTL.ZS,SG.TIM.UWRK.MA,False
Bank nonperforming loans to total gross loans (%),Claims on other sectors of the domestic economy (annual growth as % of broad money),0.10949456978188257,FB.AST.NPER.ZS,FM.AST.DOMO.ZG.M3,False
Bank nonperforming loans to total gross loans (%),"Commercial bank branches (per 100,000 adults)",0.10926530440643405,FB.AST.NPER.ZS,FB.CBK.BRCH.P5,False
"Automated teller machines (ATMs) (per 100,000 adults)",Broad money (current LCU),0.10907380106926137,FB.ATM.TOTL.P5,FM.LBL.BMNY.CN,False
"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",Proportion of seats held by women in national parliaments (%),0.10870214344345884,SG.DMK.ALLD.FN.ZS,SG.GEN.PARL.ZS,False
"Claims on central government, etc. (% GDP)","Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",0.10840718737605476,FS.AST.CGOV.GD.ZS,FX.OWN.TOTL.PL.ZS,False
Deposit interest rate (%),Proportion of seats held by women in national parliaments (%),0.10760625264446874,FR.INR.DPST,SG.GEN.PARL.ZS,False
"Claims on central government, etc. (% GDP)","Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",0.10754557511718603,FS.AST.CGOV.GD.ZS,FX.OWN.TOTL.MA.ZS,False
Real interest rate (%),"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",0.107450687111391,FR.INR.RINR,FX.OWN.TOTL.PL.ZS,False
